"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     
          0,           0,         114,      -11.74279144,      -11.74134553,      -11.39842419,      -9.946936156
          0,           0,         115,      -11.78337242,      -11.78195504,      -11.43897717,      -9.987515739
          0,           0,         116,      -11.82391123,      -11.82249477,      -11.47949374,      -10.02805362
          0,           0,         117,      -11.86441944,      -11.86297924,      -11.51998621,      -10.06856103
          0,           0,         118,      -11.90489556,      -11.90341675,      -11.56045004,      -10.10903618
          0,           0,         119,      -11.94536093,      -11.94384315,       -11.6009014,      -10.14950086
          0,           0,         120,      -11.98582022,      -11.98428421,      -11.64134258,      -10.18995964
          0,           0,         121,      -12.02626141,      -12.02473678,      -11.68176127,      -10.23040008
          0,           0,         122,      -12.06667691,      -12.06518007,      -11.72215324,      -10.27081492
          0,           0,         123,      -12.10706812,      -12.10559491,       -11.7625234,      -10.31120584
          0,           0,         124,       -12.1474287,      -12.14596287,      -11.80286584,      -10.35156593
          0,           0,         125,       -12.1877625,      -12.18628072,      -11.84318591,      -10.39189916
          0,           0,         126,      -12.22808986,      -12.22657125,      -11.88350225,      -10.43222629
          0,           0,         127,      -12.26840972,       -12.2668538,      -11.92380939,       -10.4725458
          0,           0,         128,      -12.30872159,       -12.3071423,      -11.96410603,      -10.51285706
          0,           0,         129,      -12.34903894,      -12.34745084,      -12.00440347,      -10.55317404
          0,           0,         130,      -12.38934049,      -12.38775915,      -12.04468274,      -10.59347537
          0,           0,         131,      -12.42962275,      -12.42805215,      -12.08494505,      -10.63375717
          0,           0,         132,      -12.46988169,      -12.46830696,       -12.1251865,      -10.67401577
          0,           0,         133,      -12.51011459,      -12.50852068,       -12.1654051,      -10.71424857
          0,           0,         134,      -12.55033415,      -12.54871282,      -12.20561395,      -10.75446786
          0,           0,         135,      -12.59053538,      -12.58888626,      -12.24580518,      -10.79466872
          0,           0,         136,      -12.63072499,      -12.62905819,      -12.28598344,      -10.83485823
          0,           0,         137,      -12.67091162,      -12.66924172,      -12.32615601,      -10.87504472
          0,           0,         138,      -12.71108169,      -12.70942116,      -12.36630995,      -10.91521443
          0,           0,         139,      -12.75123453,      -12.74958315,      -12.40644775,      -10.95536715
          0,           0,         140,      -12.79137731,      -12.78972436,      -12.44657704,      -10.99550992
          0,           0,         141,      -12.83149699,      -12.82983285,      -12.48668485,      -11.03562932
          0,           0,         142,      -12.87160384,      -12.86991915,      -12.52678206,      -11.07573595
          0,           0,         143,      -12.91171206,      -12.91000505,      -12.56688116,      -11.11584415
          0,           0,         144,      -12.95179964,      -12.95008093,      -12.60695894,       -11.1559315
          0,           0,         145,      -12.99188315,      -12.99016064,      -12.64703108,      -11.19601473
          0,           0,         146,      -13.03196461,      -13.03024241,      -12.68709904,      -11.23609615
          0,           0,         147,       -13.0720286,      -13.07030976,       -12.7271497,      -11.27616003
          0,           0,         148,      -13.11208615,      -13.11036302,      -12.76719582,      -11.31621736
          0,           0,         149,      -13.15212906,      -13.15039106,      -12.80722806,      -11.35626019
          0,           0,         150,      -13.19215587,      -13.19040119,       -12.8472457,      -11.39628696
          0,           0,         151,      -13.23218062,       -13.2304116,      -12.88726247,       -11.4363115
          0,           0,         152,      -13.27218717,      -13.27040976,      -12.92726081,      -11.47631788
          0,           0,         153,      -13.31218589,      -13.31040803,      -12.96725069,      -11.51631658
          0,           0,         154,      -13.35218157,      -13.35040703,      -13.00723609,      -11.55631213
          0,           0,         155,      -13.39216101,      -13.39038957,      -13.04720531,      -11.59629141
          0,           0,         156,       -13.4321371,      -13.43036158,      -13.08717236,       -11.6362675
          0,           0,         157,      -13.47210644,      -13.47031962,      -13.12713314,      -11.67623677
          0,           0,         158,      -13.51205558,      -13.51025729,      -13.16707501,      -11.71618571
          0,           0,         159,      -13.55200479,      -13.55019524,       -13.2070171,      -11.75613484
          0,           0,         160,      -13.59194709,       -13.5901324,      -13.24695221,      -11.79607707
          0,           0,         161,       -13.6318725,      -13.63006078,       -13.2868705,      -11.83600231
          0,           0,         162,       -13.6717995,      -13.66998969,      -13.32678895,      -11.87592921
          0,           0,         163,      -13.71171701,      -13.70990779,      -13.36669816,      -11.91584671
          0,           0,         164,      -13.75162654,      -13.74981377,      -13.40659987,      -11.95575615
          0,           0,         165,      -13.79153447,      -13.78971043,      -13.44650083,      -11.99566396
          0,           0,         166,      -13.83142692,      -13.82959152,      -13.48638741,      -12.03555636
          0,           0,         167,      -13.87131178,      -13.86946882,      -13.52626604,      -12.07544113
          0,           0,         168,      -13.91119595,      -13.90935111,       -13.5661444,      -12.11532515
