"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[T]"     
          0,           0,         173,      -14.22817768,      -14.37495497,       -14.2573278,       -12.4351599
          0,           0,         174,      -14.27066814,      -14.42230822,      -14.30076315,      -12.47748454
          0,           0,         175,      -14.31061831,       -14.4624629,      -14.33924351,      -12.51730102
          0,           0,         176,      -14.35481975,       -14.5123916,      -14.39425895,      -12.56156232
          0,           0,         177,      -14.39938503,      -14.56255479,      -14.44238291,      -12.60604415
          0,           0,         178,      -14.43907906,      -14.60270166,       -14.4771891,      -12.64554915
          0,           0,         179,       -14.4815767,      -14.64897944,      -14.52690646,      -12.68807399
          0,           0,         180,      -14.52747144,      -14.70096619,      -14.58019412,      -12.73397708
          0,           0,         181,      -14.56798649,      -14.74357962,      -14.61592028,      -12.77429113
          0,           0,         182,      -14.60916938,      -14.78513817,      -14.65813236,      -12.81543765
          0,           0,         183,      -14.65525422,      -14.83801161,      -14.71550427,      -12.86159724
          0,           0,         184,      -14.69774588,       -14.8849651,      -14.75667302,      -12.90392801
          0,           0,         185,      -14.73804438,      -14.92310531,      -14.79267536,      -12.94412319
          0,           0,         186,      -14.78320973,      -14.97465229,      -14.85047621,      -12.98936291
          0,           0,         187,      -14.82820081,      -15.02582404,       -14.8992618,      -13.03428761
          0,           0,         188,      -14.86836505,      -15.06425759,      -14.93337547,      -13.07427684
          0,           0,         189,      -14.91187194,      -15.11123132,      -14.98608087,      -13.11786728
          0,           0,         190,      -14.95847915,      -15.16440747,      -15.04138567,      -13.16446242
          0,           0,         191,      -14.99963585,      -15.20680309,      -15.07783769,       -13.2054504
          0,           0,         192,      -15.04149015,      -15.24793888,      -15.12116166,       -13.2473261
          0,           0,         193,      -15.08794927,      -15.30107889,      -15.17992114,      -13.29382424
          0,           0,         194,      -15.13113327,      -15.34848536,      -15.22137282,      -13.33687856
          0,           0,         195,      -15.17195038,       -15.3855893,       -15.2557775,      -13.37761618
          0,           0,         196,      -15.21708912,      -15.43711753,       -15.3139523,      -13.42285091
          0,           0,         197,      -15.26257084,      -15.48801864,      -15.36185195,       -13.4682414
          0,           0,         198,         -15.30307,      -15.52503819,      -15.39239207,      -13.50864479
          0,           0,         199,      -15.34678609,      -15.57209265,      -15.44458717,      -13.55239791
